,tweets,id,date,sentiment
186,"@haltakatsat Some sad news just in 
Please click on the below provide:
https://t.co/2obmMo0cKj",1305015082263498752,2020-09-13 05:26:56,Negative
187,"Bro, why’d you get hot friends after we stopped talking I’m sad",1305015081630158848,2020-09-13 05:26:56,Negative
188,"RT @joshuawongcf: Desperate, hopeless and depressed, a mother of #12hkyouths burst into tears when telling her son is sick w/o medicine in…",1305015080816275459,2020-09-13 05:26:55,Negative
189,RT @SenSanders: A half million people in Oregon evacuate as wildfires rage. Over 3 million acres in California burned. The western sky is r…,1305015078513594368,2020-09-13 05:26:55,Positive
190,RT @crawlernightt: OMGG FHEJWJWW I REALLY WONDER WHAT WILL HAPPEN AFTER THIS BECAUSE DO HYUN SOO IS FULLY EXPOSED T^T and it's sad that all…,1305015078144671745,2020-09-13 05:26:55,Negative
191,"@Hi_Goldenness Golcha Fighting, 
I'm so sad I can't watch it but enjoy and goodluck.. and Ness too❤️🥰",1305015077901230081,2020-09-13 05:26:55,Positive
192,"Just watched ad astra, 
Imma be honest that shit was really good but it made me very sad, made me realise how insig… https://t.co/usiJlRJaAb",1305015077074944001,2020-09-13 05:26:55,Negative
193,"@Caveman_Rage @realDonaldTrump It is not bro, I do my own research.",1305015076978651137,2020-09-13 05:26:55,Positive
194,"RT @obsidianshakti: Fixed signs | ♉︎ ♌︎ ♏︎ ♒︎ | ✉️
Taurus, Leo, Scorpio , Aquarius

Don’t doubt this change that’s happening. Even though t…",1305015076005576719,2020-09-13 05:26:54,Negative
195,"tw / animal abuse
-
-
-
-
-
im legit crying i hate this so much its literal torture to them this is disgusting im s… https://t.co/R0YtyZXrMl",1305015075288289280,2020-09-13 05:26:54,Negative
196,Y’all ever be sad but try to make everyone you love happy ?,1305015073858105344,2020-09-13 05:26:54,Negative
197,RT @steph_mcca: “suicide prevention month!!! &lt;3 remember to BE KIND” - girls who stopped being friends w me because sometimes i get kind of…,1305015073681760256,2020-09-13 05:26:54,Negative
198,"RT @navkaur1801: @CanadainIndia @CitImmCanada @canantifraud Please think 🤔 about VFS Canada 🇨🇦 in India 🇮🇳. We are totally depressed. 
#ope…",1305015073635594240,2020-09-13 05:26:54,Positive
199,"@ChuckCallesto Oh no, so sorry and sad 😢. Praying 🙏",1305015072469798918,2020-09-13 05:26:53,Negative
200,@s_singh_ifs Sad to see a broken winged butterfly. https://t.co/wGfbEvbG9I,1305015072457072640,2020-09-13 05:26:53,Negative
201,"RT @Frank_DS: @TheEconomist So sad the economist was hijacked by green left activists, it used to be a reliable source",1305015071563800576,2020-09-13 05:26:53,Negative
202,"@1912mvvnl @mvvnlakbarpur 
I am so sad regarding the interrupted power supply on DAILY basis in our area. Today aga… https://t.co/5yeBEy8Fkv",1305015070594756608,2020-09-13 05:26:53,Negative
203,RT @realpreityzinta: Goons in Mumbai beat a 62 year old retd 🇮🇳 Indian Navy Veteran black &amp; blue cuz he forwarded a political cartoon on wh…,1305015069760135171,2020-09-13 05:26:53,Positive
204,"@RealJamesWoods Tweets like this is why you're so hated!

But you know what you're doing!

Your whole lonely existe… https://t.co/jCOrxptFkV",1305015069089042432,2020-09-13 05:26:53,Negative
205,RT @lowkeyalbert: it’s sad how our parents think they know us but they really don’t,1305015066761351169,2020-09-13 05:26:52,Negative
206,@JohnnyUrsuy @ChicaChica109 @fittedhatsrtra1 @Etronx7 @Deleno12 @HKrassenstein @realDonaldTrump You’re right. Those… https://t.co/RVkFl64Hew,1305015066530639874,2020-09-13 05:26:52,Negative
207,"you think that Dilbert guy is somewhere losing his goddamn mind over this, just glistening and bright magenta with… https://t.co/uPK57PGaBF",1305015066463363072,2020-09-13 05:26:52,Negative
208,NGL KINDA got sad when Hero 108 wasn't on LRT's thread but still.... da nostalgia...,1305015066102829056,2020-09-13 05:26:52,Negative
209,RT @leighamarieee_: bey een no way i supposed to be this sad at such a young age 🤣,1305015065247199233,2020-09-13 05:26:52,Negative
210,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015064278302720,2020-09-13 05:26:51,Negative
211,@hlaveas 🥺💔 sad how disgusting ppl are smfh,1305015064068407301,2020-09-13 05:26:51,Negative
212,RT @naomiosaka: I remember Trayvon’s death clearly. I remember being a kid and just feeling scared.I know his death wasn’t the first but fo…,1305015062021779457,2020-09-13 05:26:51,Negative
213,RT @SenSanders: A half million people in Oregon evacuate as wildfires rage. Over 3 million acres in California burned. The western sky is r…,1305015061891612672,2020-09-13 05:26:51,Positive
214,RT @joegarra61: So sad seeing this at Vic Market 😪 https://t.co/nZBSPfw9h7,1305015061556203522,2020-09-13 05:26:51,Negative
215,RT @FYAN0N: it's out! it's here! and it has got me feeling.. multiple different things.. pleased? yet sad. relaxed and calm? yet SAD ㅠㅠㅠㅠㅠ…,1305015061128175618,2020-09-13 05:26:51,Negative
216,I’m so lonely,1305015060646035457,2020-09-13 05:26:51,Negative
217,RT @bulldoghill: Even though Woodward keeps writing books about Trump with titles that sound like Hitchcock horror flicks — first “Fear” an…,1305015060574515201,2020-09-13 05:26:51,Positive
218,@NicESpurling @trustednerd Nope. You’re a straight man who likes to LARP stereotypes of femininity. You are not and… https://t.co/j0B6gTv32X,1305015060453109762,2020-09-13 05:26:51,Negative
219,"RT @PattyArquette: I’m feeling depressed today. Sad for the world, the fires, the kids deported or missing, the DeJoy sending out misinform…",1305015059890855936,2020-09-13 05:26:50,Negative
220,"LXC was not in his rooms. He was not in the market. He was not in any of the rooms of the palace.

JC fought a risi… https://t.co/pyzLkVvTnM",1305015059752587265,2020-09-13 05:26:50,Positive
221,Have you ever felt so sad to be apart with your friends and how you dealt with it?  I'm finishing my 6 years of deg… https://t.co/rEEs2RgroE,1305015058905231360,2020-09-13 05:26:50,Negative
222,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015058561294336,2020-09-13 05:26:50,Negative
223,RT @IngrahamAngle: Four people arrested for INTENTIONALLY starting blazes as wildfires rage https://t.co/i87rJV3C3k,1305015058360008707,2020-09-13 05:26:50,Negative
224,RT @bambooney: this fucking video gets reposted every 6 months purely to stir shit up and rage bait morons who are still stuck in 2016 and…,1305015058334793728,2020-09-13 05:26:50,Negative
225,@CattyTheArtCat No idea.  Just sad about the fact that this advice is true,1305015056715964417,2020-09-13 05:26:50,Positive
226,"normalize me tweeting sad song lyrics without context, just me though.",1305015055956746240,2020-09-13 05:26:50,Negative
227,RT @monez_monica: @gabariskufilan It’s both frightening and sad how women are literally fighting against patriarchial henchwomen. Such wome…,1305015055919046656,2020-09-13 05:26:49,Negative
228,RT @weMBBnee: ... isn’t this sad? Praying for smth we used to have and never thought of losing it,1305015054937411584,2020-09-13 05:26:49,Negative
229,"RT @peachpisces_: new to nsfw twt, looking friends and knowledge uwu

- Cecilia
- 18
- she/her
- sub
- has cake (I'm thicc)
- 5'3

- suckin…",1305015054736093185,2020-09-13 05:26:49,Positive
230,RT @Anne__Sexton: I feel unspeakably lonely. And I feel - drained. It is a blank state of mind and soul I cannot describe to you as I think…,1305015054438404096,2020-09-13 05:26:49,Negative
231,@prodbaebinnie I'm sad and angry at the same time army is so tox*c 🙄,1305015054429859840,2020-09-13 05:26:49,Negative
232,"I've worked campaigns. This looks like Trump's campaign can't move their yard signs, so some sad bastard put all th… https://t.co/utm8bhmTxE",1305015054224457729,2020-09-13 05:26:49,Negative
233,"@getem_Q Thx.
One for not having a filter.
- I like it raw.

For some reason I think making a noise or sparking hap… https://t.co/Q33a2EbDkj",1305015054014844928,2020-09-13 05:26:49,Positive
234,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015053796556800,2020-09-13 05:26:49,Negative
235,Your being sad is great for the nation. Please continue... https://t.co/Hwx3RUSjg9,1305015053003915265,2020-09-13 05:26:49,Negative
236,RT @IngrahamAngle: Four people arrested for INTENTIONALLY starting blazes as wildfires rage https://t.co/i87rJV3C3k,1305015052723007493,2020-09-13 05:26:49,Negative
237,“is KB going to bed?” sad girl shit I’ve been in bed since 5 pm &amp; am currently taking a break from my nap then going back to sleep,1305015049766014977,2020-09-13 05:26:48,Negative
238,RT @bbrightfalls: ive seen the kiss in every angle with every background music ever with any sound effects it had THAT impact but also i fe…,1305015049598070785,2020-09-13 05:26:48,Negative
239,RT @tamarynnn: up lonely asf 😭,1305015048893538305,2020-09-13 05:26:48,Negative
240,"RT @PattyArquette: I’m feeling depressed today. Sad for the world, the fires, the kids deported or missing, the DeJoy sending out misinform…",1305015048616599559,2020-09-13 05:26:48,Negative
241,RT @lowkeyalbert: it’s sad how our parents think they know us but they really don’t,1305015047354281984,2020-09-13 05:26:47,Negative
242,So my family is splitting up and I’m sad but I know it’s also for the best,1305015045949194240,2020-09-13 05:26:47,Negative
243,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015045416521729,2020-09-13 05:26:47,Negative
244,"RT @AynRandPaulRyan: This story is horrific.

Dozens of people are missing I. Oregon as the fires rage on.

Still not one word from our pre…",1305015044707500034,2020-09-13 05:26:47,Negative
245,RT @LEN_6Sj6002: When i saw this I remember when sungjae said that he was so excited when he received a paper bag that he thought is candie…,1305015044678258688,2020-09-13 05:26:47,Positive
246,"RT @ABroNextDoor: “And nothing is more beloved to Shaytan than a sad believer.”

- Ibn Al-Qayyum 

 (Tareequl Hijratain 1/418)",1305015042925113344,2020-09-13 05:26:46,Negative
247,@K_Kisner @RexChapman I just completed a solo round of golf and am more disappointed than before in @K_Kisner. Such… https://t.co/bhQdEF66m7,1305015042300022784,2020-09-13 05:26:46,Negative
248,"I’m so lonely broken angel
I’m so lonely listen to my heart",1305015041997942784,2020-09-13 05:26:46,Negative
249,RT @lowkeyalbert: it’s sad how our parents think they know us but they really don’t,1305015040173436929,2020-09-13 05:26:46,Negative
250,RT @Liyamaisarahdsi: happy memories can make you sad :/,1305015039087181825,2020-09-13 05:26:45,Negative
251,/      not me retreating from the insane banter back to my clint so i can be depressed papa bird hawkeye-man no im not,1305015037124399105,2020-09-13 05:26:45,Negative
252,"RT @Ali_Hussain_Az: If you are sad alaji listening or reciting the holy book Al,Qur,an Al Kareem. https://t.co/KNFBHgh3Tl",1305015036906266626,2020-09-13 05:26:45,Negative
253,Sad but true @madhukishwar ma’am https://t.co/kOUQxLsxGq,1305015036885172224,2020-09-13 05:26:45,Negative
254,"@lov4hsk Tf you need views for, is you’re life that sad",1305015035941597186,2020-09-13 05:26:45,Negative
255,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015034649686016,2020-09-13 05:26:44,Negative
256,im so sad https://t.co/yPrlfS0art,1305015033995259904,2020-09-13 05:26:44,Negative
257,RT @nonmooniphobic: Yall are so used to the same old  overused song structure and chord progression that anything even slightly different y…,1305015033550770178,2020-09-13 05:26:44,Negative
258,"RT @hanjisungra: Hello..
Han jisung is here
Im a newbie
Im looking for friends and someone who can talk in DM cause im so lonely 

#rpw #rp…",1305015033307357186,2020-09-13 05:26:44,Positive
259,RT @moccobea: lonely evening 🌥️ https://t.co/Egtejpoyp1,1305015033190068224,2020-09-13 05:26:44,Negative
260,"RT @goyalsanjeev: #MaaBeta phir गायब from the country😎

Sad that they chose to go abroad for health check-up in these #CoronaTimes and coul…",1305015032149803008,2020-09-13 05:26:44,Negative
261,"@JazzyDxxx Some sad news just in 
Please click on the below provide:
https://t.co/2obmMo0cKj",1305015031562678275,2020-09-13 05:26:44,Negative
262,"RT @jayhs1k: “u look sad today”
bitch im sad everyday i just didn’t have the energy to hide it today",1305015030522556417,2020-09-13 05:26:43,Negative
263,"She said....The worst feeling isn't being lonely, it's being forgotten by someone you'd never forget.",1305015030262517760,2020-09-13 05:26:43,Negative
264,"RT @Razana_kh: He said: because army were with them in all their happy and sad moments they are the people who know them the most 
We love…",1305015030144856064,2020-09-13 05:26:43,Negative
265,"RT @Mewlions_Ind: OMG @MSuppasit!!! Its so sad but Sorry I laughed so hard rn 🤣

#หกฉากครับจารย์ https://t.co/9cdGjPOT2b",1305015029872447488,2020-09-13 05:26:43,Negative
266,@ChrisEvans thanks for being an American hero in 2020 for every lonely thot! We thank you! 😂🤣,1305015029847252992,2020-09-13 05:26:43,Positive
267,"RT @DaBrat1_: Im depressed. Im tired of waking up every morning. Yea, I know that I got people that love and care about me, but yet im stil…",1305015029591351297,2020-09-13 05:26:43,Negative
268,It's sad when you Think someone was Good Real But Became fake and alot of people end up Like That and I cant Look at them the sameway,1305015029058531328,2020-09-13 05:26:43,Negative
269,RT @lowkeyalbert: it’s sad how our parents think they know us but they really don’t,1305015028907614210,2020-09-13 05:26:43,Negative
270,RT @belledejour_uk: You can set your watch by this shite. Sad.,1305015027087355904,2020-09-13 05:26:43,Negative
271,"ok but, @BijuuMike i watch ""how to catch a cheater"" over and over again when im sad cuz it makes me laugh... so, im… https://t.co/BHjpR6Br36",1305015026667982848,2020-09-13 05:26:43,Negative
272,@DCI_Kenya @ItsMutai You follow meat stealing but you can't even track our billions of Ksh. Stolen by you people in… https://t.co/GOIewJTepV,1305015025057267722,2020-09-13 05:26:42,Positive
273,RT @ashokepandit: Please continue to remain sad. It’s good for the nation .,1305015024713252864,2020-09-13 05:26:42,Negative
274,RT @sanha032100: still sad thinking of mj crying and saying he really dislikes the word end/final/last sighs RLY HOPE 다섯장 can still continu…,1305015024247664640,2020-09-13 05:26:42,Negative
275,"RT @uhVintxge: I'm sorry just wanted to see how many people dm me, it's so sad people whom I have literally never seen replying to my tweet…",1305015023450775552,2020-09-13 05:26:42,Negative
276,RT @ventiIatorblues: BLUR AS BLONDIE BLUR AS BLONDIE https://t.co/uKyelKG1W3,1305015022712651777,2020-09-13 05:26:42,Positive
277,@Sudhirntv So sad Rip,1305015022326870018,2020-09-13 05:26:41,Negative
278,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015022192648193,2020-09-13 05:26:41,Negative
279,Working in the f industry should just on its own make me comfy w death but I am *not* and it’s extra hard since 75%… https://t.co/20WcCEBFyK,1305015021886468096,2020-09-13 05:26:41,Negative
280,@taegicarus get ur eyes checked bc the swimmy swimmers saved them,1305015021001465856,2020-09-13 05:26:41,Positive
281,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015019403317258,2020-09-13 05:26:41,Negative
282,"RT @DaBrat1_: Im depressed. Im tired of waking up every morning. Yea, I know that I got people that love and care about me, but yet im stil…",1305015018895925248,2020-09-13 05:26:41,Negative
283,"RT @daisies123_: loneliness don’t phase me, I went thro the toughest times by myself",1305015018576961536,2020-09-13 05:26:41,Negative
284,RT @SenSanders: A half million people in Oregon evacuate as wildfires rage. Over 3 million acres in California burned. The western sky is r…,1305015018363277312,2020-09-13 05:26:41,Positive
285,"RT @TurnbullMullen: Bit of pakistani road rage in #Bradford man bumps into the back of another car, and is so desperate to get away,  I'm m…",1305015017742499841,2020-09-13 05:26:40,Negative
286,@selfolmates Good aftie jiwon! Lonely sowon here😔👌,1305015016781873152,2020-09-13 05:26:40,Negative
287,RT @steph_mcca: “suicide prevention month!!! &lt;3 remember to BE KIND” - girls who stopped being friends w me because sometimes i get kind of…,1305015016257544192,2020-09-13 05:26:40,Negative
288,RT @AmazingBrent: Mam showed me this t-shirt. I think it's rude and it makes me sad. This is me in a good t-shirt. I like my life. I can do…,1305015014097661959,2020-09-13 05:26:40,Negative
289,"@JavedAKhan @PMOIndia @rajnathsingh @KanganaTeam In India no one experiencing democracy now, it is less or equally… https://t.co/MPhBtEki2W",1305015013162192896,2020-09-13 05:26:39,Positive
290,RT @melcdyfaeri: whenever i do public rtds i get sad so lets not do that,1305015012574937088,2020-09-13 05:26:39,Negative
291,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015011958497289,2020-09-13 05:26:39,Negative
292,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015011870466048,2020-09-13 05:26:39,Negative
293,"RT @sosyolohija: #JusticeForFabelPineda 

Today, the Acts of Lasciviousness case filed by Fabel against her rapist, policeman Marawi Torda,…",1305015010574266369,2020-09-13 05:26:39,Negative
294,"RT @NiyaDasi: #Message_To_AmitabhBachchan
The sorrow ?? 
We do not want to be sad, but every man remains unhappy, because this world is dir…",1305015010339426304,2020-09-13 05:26:39,Negative
295,@Radhika92230314 The way Uddhavgovt. is showing rage &amp; overpossessive attitude so as to curtail DishaSalliyan's mur… https://t.co/fbHZQRIQrp,1305015009542430720,2020-09-13 05:26:38,Positive
296,RT @GeoffRBennett: 'I saved his a--': Trump boasted that he protected Saudi Crown Prince Mohammed bin Salman after Jamal Khashoggi's brutal…,1305015009114640384,2020-09-13 05:26:38,Positive
297,im sad n feeling like i give more love than i get — i'm sorry anon i know how that feels:// https://t.co/DjxLNX7cB1,1305015006568747008,2020-09-13 05:26:38,Negative
298,"At this point Victoria has become the new  North Korea to be honest.

Dan Andrew literally sold his State to China.… https://t.co/Daw1zKvGEq",1305015006015098880,2020-09-13 05:26:38,Negative
299,"small account didn't really recognize by many,,, so sad x :((",1305015006006620160,2020-09-13 05:26:38,Negative
300,@ShwetaG67397269 @shwetasinghkirt I really feel sad for him seriously I can't see him like this it's broken me 💔💔💔😭😭😭😭,1305015005771960322,2020-09-13 05:26:38,Negative
301,RT @beansormolly: Another lonely night sitting in the Winco parking lot eating deli meat,1305015004492517376,2020-09-13 05:26:37,Negative
302,@The_NehaJoshi The sad reality is Muslim influencers have failed to challenge the rise of radical Islam. While occa… https://t.co/YGnAuVh8w4,1305015003561385984,2020-09-13 05:26:37,Negative
303,RT @bellscarey: STOP WTH THE BELLARKE EDITS AND TYE SAD BELL GIF ???;&amp;:!::??/,1305015003326697472,2020-09-13 05:26:37,Negative
304,RT @IngrahamAngle: Four people arrested for INTENTIONALLY starting blazes as wildfires rage https://t.co/i87rJV3C3k,1305015003267903489,2020-09-13 05:26:37,Negative
305,zombie movies make me sad,1305015003204866048,2020-09-13 05:26:37,Negative
306,RT @KimbleeFucker: I hate how misinfo has permeated system comms so bad that when you tell ppl how did/osdd actually works they lash out in…,1305015002840080384,2020-09-13 05:26:37,Negative
307,"RT @CNNPolitics: In new tapes, President Trump admits to Bob Woodward he concealed critical details he knew about the coronavirus. ""I wante…",1305015002554863617,2020-09-13 05:26:37,Positive
308,"I straight up get depressed when midnite doesn't show a couple days in a row, and then I'm so relieved/happy when h… https://t.co/dZJKWbjjUQ",1305015002261336064,2020-09-13 05:26:37,Negative
309,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015001602818049,2020-09-13 05:26:37,Negative
310,We're all a bunch of lonely bitches huh? 😂😭,1305015000986128389,2020-09-13 05:26:36,Negative
311,RT @GovMikeHuckabee: Fact: @realDonaldTrump has led huge historic peace breakthroughs in Middle East. He could get much more done in USA bu…,1305014999677636610,2020-09-13 05:26:36,Negative
312,"#Message_To_AmitabhBachchan
The sorrow ?? 
We do not want to be sad, but every man remains unhappy, because this wo… https://t.co/M0y2CoBoZl",1305014999610322945,2020-09-13 05:26:36,Negative
313,"Just hurt me before I get too attached already.

I never wanted to die before I turned 18. 

It’s every night now a… https://t.co/uOoZ312VuV",1305014999484489735,2020-09-13 05:26:36,Negative
314,jk I know it's sleepy time for you but still I'm lonely and sad and I wanna talk to you,1305014999266603010,2020-09-13 05:26:36,Negative
315,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305014998264172544,2020-09-13 05:26:36,Negative
316,"@Simply_me_Holly @bairdy_23 Same, sad to hear that people were booing , but i was there and didnt hear any myself.",1305014997303529472,2020-09-13 05:26:36,Negative
317,"RT @ChKlaue: The execution of wrestler Navid Afkari in Iran is very sad news. The IOC is shocked by this announcement today. In letters, Th…",1305014997198630915,2020-09-13 05:26:35,Negative
318,RT @umybloox: Im so sad rn 💔 #dreamfanart #georgenotfoundfanart #dreamteamfanart @Dream__Fanart https://t.co/074Fk2cEb0,1305014996661710848,2020-09-13 05:26:35,Negative
319,RT @kvl3idoscope: I always preparing myself for the worst to happen and it’s such a sad mindset to have 😂,1305014996271869955,2020-09-13 05:26:35,Negative
320,@brendayuniell So sad https://t.co/KDRppiu0zv,1305014996049387520,2020-09-13 05:26:35,Negative
321,Sooooo incredibly blessed to not be depressed. I’m really sorry for anyone struggling privately right now as the wo… https://t.co/HXgKVTs7ea,1305014995625803777,2020-09-13 05:26:35,Negative
322,I’m so sad https://t.co/C7hCAECtRa,1305014995520950272,2020-09-13 05:26:35,Negative
323,RT @qgotnorings: Approximately two-thirds of the nigerian population lives on less than $1.25 per day. nigeria produces 2.4 million barrels…,1305014994879295488,2020-09-13 05:26:35,Positive
324,RT @nurimanezrynn: i hope you find someone who doesn't make you sad at night and someone who reminds you how much they love you everyday an…,1305014994526810112,2020-09-13 05:26:35,Negative
325,"@MobMrsNeo we all rage, but when you get to the tipping point just take a lil break",1305014993117745152,2020-09-13 05:26:35,Negative
326,RT @BarstoolKState: Sad orchestra music only tonight in the Ville. https://t.co/o1cFRhoUyh,1305014993096716288,2020-09-13 05:26:35,Negative
327,"RT @DaBrat1_: Im depressed. Im tired of waking up every morning. Yea, I know that I got people that love and care about me, but yet im stil…",1305014992845115393,2020-09-13 05:26:34,Negative
328,@TAESPERFECT ITS A MIX OF SAD AND JOY,1305014992241152005,2020-09-13 05:26:34,Negative
329,"RT @Mewlions_Ind: OMG @MSuppasit!!! Its so sad but Sorry I laughed so hard rn 🤣

#หกฉากครับจารย์ https://t.co/9cdGjPOT2b",1305014991507070977,2020-09-13 05:26:34,Negative
330,"RT @obsidianshakti: Fixed signs | ♉︎ ♌︎ ♏︎ ♒︎ | ✉️
Taurus, Leo, Scorpio , Aquarius

Don’t doubt this change that’s happening. Even though t…",1305014991305801728,2020-09-13 05:26:34,Negative
331,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305014990944964608,2020-09-13 05:26:34,Negative
332,"does anyone else js express their anger through crying. like y u sad, bitch no i’m mad",1305014990156435456,2020-09-13 05:26:34,Negative
333,"RT @xxxtentacion: a penis has a sad life. His Hair is a mess,his family is nuts,his neighbour is an asshole, his bestfriend is a pussy and…",1305014989850320896,2020-09-13 05:26:34,Negative
334,"but . . . but she doesn't even know his name .  sad nigga hours .

❛  nice to meet you too then ?  ❜ https://t.co/y5t96NdYL9",1305014989011529729,2020-09-13 05:26:34,Negative
335,"RT @jh_vocals: the fact that Jongho stans were talking about this for MONTHS and people thought we were over exaggerating, I’m actually rea…",1305014988147310594,2020-09-13 05:26:33,Negative
336,RT @weMBBnee: ... isn’t this sad? Praying for smth we used to have and never thought of losing it,1305014987975536640,2020-09-13 05:26:33,Negative
337,@BTS_twt putting this on ur tl bc I dont want to be the only one who's sad,1305014987060961280,2020-09-13 05:26:33,Negative
338,"RT @Daskishan11: #Message_To_AmitabhBachchan
The sorrow ?? 
We do not want to be sad, but every man remains unhappy, because this world is…",1305014986864025602,2020-09-13 05:26:33,Negative
339,it's sad that this is the only one i have bc i broke my phone and lost all my other videos 💔 https://t.co/wEq4iuHyky https://t.co/JoXXTPafqE,1305014984938840064,2020-09-13 05:26:33,Negative
340,the persona 3 movies are all available subbed in full on youtube 👀 go get sad!!!,1305014980928892929,2020-09-13 05:26:32,Negative
341,"#NowPlaying ""Lonely Place"" by Barney Artist from ""Mercedes-Benz Mixed Tape #59""",1305014980584980481,2020-09-13 05:26:32,Negative
342,"@ingramjonesno1 Some sad news just in 
Please click on the below provide:
https://t.co/2obmMo0cKj",1305014980190838785,2020-09-13 05:26:31,Negative
343,how you be horny and depressed pick a struggle nigga,1305014979645579264,2020-09-13 05:26:31,Negative
344,"RT @calebsaysthings: my friends in the midwest are about to start posting cute autumn shit and it’s going to make me jealous, proud, horny,…",1305014977464619008,2020-09-13 05:26:31,Positive
345,I’m lonely 🥺,1305014976315351040,2020-09-13 05:26:31,Negative
346,@queeny_jisoo @fetishofsmg To each their own i guess! But don't love your individuality just cuz you're a Stan. I m… https://t.co/rWIz5bjZtJ,1305014975317118976,2020-09-13 05:26:30,Positive
347,"RT @PattyArquette: I’m feeling depressed today. Sad for the world, the fires, the kids deported or missing, the DeJoy sending out misinform…",1305014971877777411,2020-09-13 05:26:29,Negative
348,@nikizefanya sad girl life bro,1305014970455793665,2020-09-13 05:26:29,Negative
349,"ok now back to the usual programation, let's sad and chill guys",1305014970443337728,2020-09-13 05:26:29,Negative
350,HE LOOKS SO TINY IM SAD https://t.co/jbHlgr05N9,1305014968824205312,2020-09-13 05:26:29,Negative
351,yo lmao i ain’t ever been more sad dead ass,1305014968501170177,2020-09-13 05:26:29,Negative
352,"I am sometimes sad that no one will ever know the joy

that it is playing SaGa Frontier and just... its soundtrack",1305014967586795520,2020-09-13 05:26:28,Negative
353,RT @headempty_: the popular kids who thought i was depressed when i was actually just quiet: https://t.co/MKM5aGXgfG,1305014965548580866,2020-09-13 05:26:28,Negative
354,@LASDHQ Sad if they were good cops I blame the bad cops for this,1305014965296934912,2020-09-13 05:26:28,Negative
355,"RT @tofusdubuuu: You try and justify the toxic behavior that blonks are showing, you get called out for it and instead of realizing your mi…",1305014965275750400,2020-09-13 05:26:28,Positive
356,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305014965053554688,2020-09-13 05:26:28,Negative
357,@wansyazwan06 Im sad. How can he become so confident in life. How he manage his haters? How he manage life? 😭,1305014963983933440,2020-09-13 05:26:28,Negative
358,"RT @RoyalMobISH: Single don’t mean lonely, the same way relationship don’t mean happy.",1305014963581394946,2020-09-13 05:26:27,Positive
359,"@officeofssbadal SAD done appreciable approach !
Farmer's will satisfy when three agricultural ordinances have withdrawn by the Union Govt ?",1305014962717224960,2020-09-13 05:26:27,Negative
360,"RT @FarnazML64: I change my profile to black to say the world that Judiciary of Iran executed innocent one wrestler . 

His name was Navid…",1305014962662842368,2020-09-13 05:26:27,Negative
361,"RT @archiveforksj: ""It’s about wanting to be cooler &amp; wanting to grow more. It made me sad to sing sad lyrics. It was nice that so many peo…",1305014962541092864,2020-09-13 05:26:27,Negative
